Date,Close,Open,High,Low,Volume,Change %
4-Mar-19,993.99,983.5,994.46,983.33,235.64K,1.47%
1-Mar-19,979.63,971.05,980.82,970.54,170.04K,1.47%
28-Feb-19,965.47,989.84,990.25,965.47,224.81K,-2.50%
27-Feb-19,990.27,989.61,994.46,988.09,258.93K,0.33%
26-Feb-19,987.06,991.63,996.44,979.24,251.65K,-0.74%
25-Feb-19,994.43,996.06,999.9,992.72,227.74K,0.56%
22-Feb-19,988.91,983.99,993.16,982.86,215.63K,0.14%
21-Feb-19,987.57,972.82,987.57,970.31,178.58K,1.75%
20-Feb-19,970.58,963.29,972.75,963.29,170.88K,0.65%
19-Feb-19,964.35,962.84,971.92,962.81,231.96K,0.32%
18-Feb-19,961.3,954.85,961.3,953.32,194.65K,1.09%
15-Feb-19,950.89,951.9,955.4,948.26,160.69K,-0.15%
14-Feb-19,952.34,946.54,953.66,945.99,181.06K,0.75%
13-Feb-19,945.25,937.61,945.25,937.34,215.28K,0.82%
12-Feb-19,937.54,930.37,938.64,926.98,188.42K,1.24%
11-Feb-19,926.1,916.21,926.1,916.07,124.64K,1.92%
1-Feb-19,908.67,911.98,912.81,907.52,140.80K,-0.22%
31-Jan-19,910.65,919.12,920.36,910.38,138.05K,-0.57%
30-Jan-19,915.84,914.08,917.8,913.48,139.40K,-0.01%
29-Jan-19,915.93,913.67,915.93,907.09,121.44K,0.41%
28-Jan-19,912.18,912.53,913.43,908.9,133.32K,0.36%
25-Jan-19,908.88,908.86,911.59,907.96,117.59K,0.01%
24-Jan-19,908.79,908.56,910.59,906.59,110.29K,0.07%
23-Jan-19,908.18,905.73,910.12,905.12,129.14K,0.18%
22-Jan-19,906.55,912.73,913.37,906.55,152.16K,-0.49%
21-Jan-19,911.05,905.25,911.74,903.09,165.63K,0.97%
18-Jan-19,902.3,902.7,906.35,900.64,140.75K,0.05%
17-Jan-19,901.89,908.48,909.06,901.89,133.89K,-0.75%
16-Jan-19,908.7,911.32,912.48,906.39,164.29K,-0.11%
15-Jan-19,909.68,901.21,909.68,898.92,127.19K,0.87%
14-Jan-19,901.8,903.83,903.83,897.18,143.85K,-0.10%
11-Jan-19,902.71,899.1,904.37,899.1,131.41K,0.49%
10-Jan-19,898.3,897.85,899.47,895.17,130.59K,0.15%
9-Jan-19,896.99,890.26,897.25,888.61,160.51K,1.08%
8-Jan-19,887.44,891.37,891.87,883.67,112.83K,-0.25%
7-Jan-19,889.64,890.47,896.63,885.3,127.55K,0.99%
4-Jan-19,880.9,872.69,881.48,861.85,136.57K,0.31%
3-Jan-19,878.22,889.78,892.21,872.12,156.58K,-1.52%
2-Jan-19,891.75,900.1,900.1,891.1,111.52K,-0.09%
28-Dec-18,892.54,903.79,903.79,892.54,175.94K,-0.92%
27-Dec-18,900.81,904.8,906.63,900.81,151.69K,1.02%
26-Dec-18,891.75,896.63,899.49,890.86,139.07K,-0.69%
25-Dec-18,897.94,893.71,897.94,882.17,250.43K,-1.17%
24-Dec-18,908.56,910.86,916.41,908.56,158.97K,-0.41%
21-Dec-18,912.26,911.57,915.02,907.88,199.11K,-0.65%
20-Dec-18,918.24,915.5,921.79,914.18,146.89K,-0.11%
19-Dec-18,919.24,926.35,927.03,914.55,186.09K,-0.86%
18-Dec-18,927.25,933.65,933.65,917.03,175.72K,-0.69%
17-Dec-18,933.65,948.09,948.09,933.65,255.17K,-1.93%
14-Dec-18,952.04,958.78,960.09,951.04,200.32K,-0.85%
13-Dec-18,960.25,961.28,966.83,960.1,171.86K,-0.11%
12-Dec-18,961.28,956.32,961.28,956,222.07K,0.70%
11-Dec-18,954.58,955.93,957.97,949.34,180.82K,-0.14%
10-Dec-18,955.89,955.06,958.25,951.5,213.52K,-0.28%
7-Dec-18,958.59,956.49,962.39,955.96,190.46K,0.39%
6-Dec-18,954.82,957.14,959.59,948.44,179.14K,-0.24%
5-Dec-18,957.14,950.34,960.87,946.97,212.46K,-0.18%
4-Dec-18,958.84,952.97,960.44,950.89,227.42K,0.76%
3-Dec-18,951.59,937.7,951.59,937.1,209.83K,2.70%
30-Nov-18,926.54,924.49,928.92,921.08,158.59K,-0.03%
29-Nov-18,926.79,934.88,937.75,926.79,131.82K,-0.37%
28-Nov-18,930.2,923.12,930.2,922.03,136.36K,0.77%
27-Nov-18,923.12,925.12,930.37,921.26,152.64K,0.23%
26-Nov-18,921.03,915.67,921.96,914.43,118.73K,0.33%
23-Nov-18,917.97,923.91,925.84,916.87,137.97K,-0.70%
22-Nov-18,924.42,924.93,926.15,922.02,155.62K,0.20%
21-Nov-18,922.56,909.83,922.56,907.47,152.76K,0.39%
20-Nov-18,919.02,909.76,919.02,909.76,159.14K,0.32%
19-Nov-18,916.06,902.65,916.06,900.61,149.94K,1.99%
16-Nov-18,898.19,901.44,903.21,894.14,160.63K,0.12%
15-Nov-18,897.15,901.13,903.83,892.5,166.09K,-0.42%
14-Nov-18,900.93,904.16,910.58,898.83,142.27K,-0.49%
13-Nov-18,905.38,904.35,910.2,903.48,170.03K,-1.39%
12-Nov-18,918.12,909.36,918.99,903.95,125.02K,0.42%
9-Nov-18,914.29,921.11,925.31,914.29,149.09K,-1.29%
8-Nov-18,926.28,928.69,932.86,925.54,145.78K,0.45%
7-Nov-18,922.16,922.03,924.6,915.41,143.11K,0.01%
6-Nov-18,922.05,931,931.27,921.93,139.12K,-0.38%
5-Nov-18,925.53,920.87,925.53,915.77,136.55K,0.07%
2-Nov-18,924.86,911.35,927.62,910.4,222.36K,1.86%
1-Nov-18,907.96,915.52,918.84,905.73,182.19K,-0.74%
31-Oct-18,914.76,894.23,914.76,894.23,216.19K,2.93%
30-Oct-18,888.69,881.32,894.8,880.85,133.32K,-0.01%
29-Oct-18,888.82,895.05,897.84,884.92,139.99K,-1.33%
26-Oct-18,900.82,918.11,918.16,900.82,157.34K,-1.03%
25-Oct-18,910.17,902.59,912.07,885.34,177.77K,-1.36%
24-Oct-18,922.73,935.25,939.06,922.73,149.35K,-1.80%
23-Oct-18,939.68,950.12,950.42,925.29,202.94K,-1.45%
22-Oct-18,953.51,958.36,963.79,953.51,147.53K,-0.51%
19-Oct-18,958.36,949.94,959.63,945.83,153.57K,-0.53%
18-Oct-18,963.47,968.93,970.75,962.68,145.46K,-0.84%
17-Oct-18,971.6,973.14,975.27,969.06,152.27K,0.85%
16-Oct-18,963.37,950.36,963.69,950.36,149.13K,1.23%
15-Oct-18,951.64,968.8,969.36,951.64,144.31K,-1.90%
12-Oct-18,970.08,939.2,970.08,933.35,228.89K,2.56%
11-Oct-18,945.89,972.21,972.21,938.83,353.53K,-4.84%
10-Oct-18,993.96,998.66,999.62,991.22,191.36K,-0.22%
9-Oct-18,996.19,998.7,"1,001.87",996.19,202.59K,0.01%
8-Oct-18,996.12,"1,003.31","1,006.13",996.12,205.52K,-1.22%
5-Oct-18,"1,008.39","1,020.21","1,020.77","1,008.39",294.15K,-1.49%
4-Oct-18,"1,023.62","1,024.68","1,024.68","1,020.40",196.62K,0.32%
3-Oct-18,"1,020.40","1,021.08","1,024.59","1,016.47",174.39K,0.16%
2-Oct-18,"1,018.79","1,014.26","1,021.51","1,013.11",358.39K,0.58%
1-Oct-18,"1,012.88","1,019.49","1,023.87","1,012.88",247.86K,-0.42%
28-Sep-18,"1,017.13","1,019.34","1,020.84","1,015.40",247.22K,0.17%
27-Sep-18,"1,015.37","1,012.57","1,017.78","1,010.49",207.78K,0.57%
26-Sep-18,"1,009.61","1,008.93","1,014.86","1,007.44",261.51K,-0.11%
25-Sep-18,"1,010.74","1,011.94","1,014.53","1,008.67",231.99K,-0.05%
24-Sep-18,"1,011.29","1,007.52","1,011.29","1,007.45",186.72K,0.83%
21-Sep-18,"1,002.97","1,006.25","1,009.10","1,000.39",302.45K,-0.18%
20-Sep-18,"1,004.74",995.54,"1,004.74",995.54,204.56K,0.92%
19-Sep-18,995.54,998.65,"1,001.83",994.5,244.42K,0.21%
18-Sep-18,993.49,983.43,993.49,981.89,197.39K,0.60%
17-Sep-18,987.61,990.65,993.83,987.02,164.61K,-0.38%
14-Sep-18,991.34,987.95,995.55,987.95,178.48K,0.34%
13-Sep-18,987.95,987.48,992.96,984.92,172.90K,0.10%
12-Sep-18,987.01,990,994.83,987.01,184.15K,0.20%
11-Sep-18,985.06,968.41,985.06,967.92,192.82K,1.52%
10-Sep-18,970.34,969.74,974.59,968.19,190.67K,0.15%
7-Sep-18,968.9,955.5,969.34,955.5,169.77K,1.12%
6-Sep-18,958.19,968.37,970.84,957.99,160.38K,-1.06%
5-Sep-18,968.44,975.05,978.78,964.8,181.15K,-0.77%
4-Sep-18,975.94,990.79,992.18,975.94,185.94K,-1.37%
31-Aug-18,989.54,998.55,"1,003.06",989.54,186.55K,-0.85%
30-Aug-18,998.07,987.62,998.07,983.43,186.70K,1.00%
29-Aug-18,988.17,995.05,995.05,987.47,176.89K,-0.71%
28-Aug-18,995.19,991.92,995.29,989.81,176.27K,0.33%
27-Aug-18,991.92,990.19,994.54,990.03,189.51K,0.49%
24-Aug-18,987.05,985.49,989.21,982.88,180.07K,-0.03%
23-Aug-18,987.36,984.12,989.45,982.48,146.85K,0.53%
22-Aug-18,982.15,979.21,986.36,979.21,204.11K,0.30%
21-Aug-18,979.21,968.46,979.21,968.45,200.58K,0.99%
20-Aug-18,969.62,970.81,973.57,966.46,180.83K,0.08%
17-Aug-18,968.88,971.4,975.52,968.88,151.07K,0.48%
16-Aug-18,964.28,952.83,964.28,947.09,174.03K,0.30%
15-Aug-18,961.37,980.45,982,961.37,188.94K,-1.73%
14-Aug-18,978.27,979.66,981.42,974.47,177.30K,0.02%
13-Aug-18,978.04,966.46,978.04,963.41,213.22K,0.99%
10-Aug-18,968.47,962.03,968.47,955.04,185.25K,0.52%
9-Aug-18,963.5,968.57,972.52,963.5,167.64K,-0.29%
8-Aug-18,966.27,958.31,966.27,958.31,155.17K,0.99%
7-Aug-18,956.79,957.7,962.02,953.71,162.14K,-0.36%
6-Aug-18,960.23,960.12,962.99,955.42,229.66K,0.07%
3-Aug-18,959.6,957.92,966.1,955.13,197.53K,0.63%
2-Aug-18,953.55,952.75,953.55,942.39,212.46K,0.08%
1-Aug-18,952.77,957.35,960.05,949.89,202.12K,-0.38%
31-Jul-18,956.39,948.56,959.07,947.32,242.40K,0.70%
30-Jul-18,949.73,940.76,949.73,937.69,193.34K,1.52%
27-Jul-18,935.52,931.9,937.23,928.82,179.26K,0.58%
26-Jul-18,930.16,928.96,930.32,920.99,195.48K,0.28%
25-Jul-18,927.58,936.57,938.33,927.58,232.72K,-0.70%
24-Jul-18,934.08,933.22,939.07,926.3,203.90K,-0.28%
23-Jul-18,936.74,931.52,949.14,930.25,208.56K,0.36%
20-Jul-18,933.39,938.83,941.94,930.26,204.00K,-1.12%
19-Jul-18,943.97,942.39,947.07,939.58,199.21K,0.17%
18-Jul-18,942.39,926.14,942.39,926.14,223.94K,2.29%
17-Jul-18,921.27,905.32,921.27,902.02,155.86K,1.12%
16-Jul-18,911.11,914.22,917.63,905.27,136.24K,0.15%
13-Jul-18,909.72,904.8,912.53,899.94,140.42K,1.25%
12-Jul-18,898.51,891.21,905.72,884.75,113.78K,0.60%
11-Jul-18,893.16,898.08,900.16,885.09,158.65K,-1.97%
10-Jul-18,911.12,919.44,921.96,911.12,118.44K,-0.44%
9-Jul-18,915.12,922.72,929.5,915.12,119.91K,-0.26%
6-Jul-18,917.51,891.16,921.75,884.99,159.16K,2.01%
5-Jul-18,899.4,914.48,921.85,892.67,143.00K,-1.70%
4-Jul-18,914.99,904.34,914.99,890.83,128.08K,0.99%
3-Jul-18,906.01,945.87,946.16,906.01,180.70K,-4.34%
2-Jul-18,947.15,955.18,956.78,932.66,168.21K,-1.42%
29-Jun-18,960.78,955.64,962.93,950.48,146.41K,0.36%
28-Jun-18,957.35,964.76,976.12,954.46,159.07K,-1.19%
27-Jun-18,968.91,981.44,984.46,968.91,179.45K,-1.44%
26-Jun-18,983.02,977.78,983.78,970.75,165.38K,-0.76%
25-Jun-18,990.52,997.34,997.34,988.98,142.09K,0.75%
22-Jun-18,983.17,963.89,983.57,959.91,132.36K,1.42%
21-Jun-18,969.4,979.57,979.57,966.28,117.05K,-1.18%
20-Jun-18,980.95,957.37,980.95,955.61,154.07K,1.95%
19-Jun-18,962.16,972.38,972.62,941.57,250.99K,-2.55%
18-Jun-18,987.34,"1,016.51","1,018.98",986.88,181.39K,-2.87%
15-Jun-18,"1,016.51","1,012.71","1,018.95","1,006.75",165.43K,0.08%
14-Jun-18,"1,015.72","1,030.53","1,033.46","1,015.72",166.57K,-1.44%
13-Jun-18,"1,030.53","1,017.93","1,030.53","1,017.93",116.06K,0.96%
12-Jun-18,"1,020.76","1,033.55","1,033.55","1,005.10",212.48K,-1.76%
11-Jun-18,"1,039.02","1,033.55","1,045.60","1,029.19",185.55K,0.00%
8-Jun-18,"1,039.01","1,032.59","1,039.07","1,026.94",148.15K,0.22%
7-Jun-18,"1,036.69","1,038.93","1,043.71","1,030.79",173.15K,0.21%
6-Jun-18,"1,034.50","1,020.97","1,034.50","1,012.98",162.08K,1.15%
5-Jun-18,"1,022.74","1,013.59","1,025.26","1,011.59",212.46K,0.88%
4-Jun-18,"1,013.78",994.48,"1,013.78",992.01,166.09K,2.11%
1-Jun-18,992.87,973.67,995.06,973.56,204.09K,2.23%
31-May-18,971.25,947.96,975.51,945.29,182.04K,2.40%
30-May-18,948.5,953.41,953.41,932.26,146.25K,-0.39%
29-May-18,952.18,925.89,958.96,916,183.99K,2.19%
28-May-18,931.75,938.86,951.34,927.47,219.29K,-3.34%
25-May-18,963.9,981.47,987.56,963.9,150.25K,-2.23%
24-May-18,985.92,992.24,995.82,974.14,129.29K,-0.31%
23-May-18,988.94,974.8,995.25,965.92,182.16K,0.31%
22-May-18,985.91,"1,006.18","1,015.97",976.73,180.49K,-2.86%
21-May-18,"1,014.98","1,043.82","1,043.82","1,014.98",123.09K,-2.46%
18-May-18,"1,040.54","1,033.33","1,040.84","1,013.57",408.22K,0.96%
17-May-18,"1,030.64","1,055.21","1,057.84","1,030.64",129.62K,-2.27%
16-May-18,"1,054.62","1,073.50","1,073.50","1,052.18",150.05K,-1.76%
15-May-18,"1,073.50","1,072.25","1,084.20","1,071.02",158.35K,0.61%
14-May-18,"1,066.98","1,051.69","1,066.98","1,042.31",137.94K,2.12%
11-May-18,"1,044.85","1,026.34","1,044.85","1,014.30",134.82K,1.55%
10-May-18,"1,028.87","1,058.22","1,059.34","1,025.75",204.94K,-2.66%
9-May-18,"1,056.97","1,058.33","1,069.80","1,051.79",161.33K,-0.33%
8-May-18,"1,060.45","1,061.12","1,072.28","1,057.24",170.06K,-0.17%
7-May-18,"1,062.26","1,034.64","1,062.26","1,028.79",155.13K,3.45%
4-May-18,"1,026.80","1,032.12","1,037.02","1,022.10",163.07K,0.03%
3-May-18,"1,026.46","1,018.47","1,027.38","1,003.79",203.56K,-0.25%
2-May-18,"1,029.08","1,053.26","1,053.52","1,024.75",183.26K,-2.02%
27-Apr-18,"1,050.26","1,037.36","1,054.94","1,031.89",191.60K,0.52%
26-Apr-18,"1,044.86","1,082.52","1,082.52","1,039.35",208.48K,-3.32%
24-Apr-18,"1,080.74","1,064.86","1,084.89","1,048.68",186.61K,0.37%
23-Apr-18,"1,076.78","1,124.33","1,127.24","1,076.78",217.97K,-3.85%
20-Apr-18,"1,119.86","1,095.84","1,119.86","1,078.01",214.65K,2.30%
19-Apr-18,"1,094.63","1,137.99","1,137.99","1,094.63",204.01K,-3.86%
18-Apr-18,"1,138.53","1,153.28","1,160.32","1,138.42",172.11K,-1.28%
17-Apr-18,"1,153.28","1,149.02","1,156.70","1,139.33",175.76K,0.42%
16-Apr-18,"1,148.49","1,156.54","1,159.45","1,141.81",196.99K,-0.75%
13-Apr-18,"1,157.14","1,178.57","1,181.52","1,153.93",196.13K,-1.35%
12-Apr-18,"1,173.02","1,162.48","1,173.02","1,153.64",179.99K,0.51%
11-Apr-18,"1,167.11","1,201.51","1,202.46","1,167.11",286.08K,-2.59%
10-Apr-18,"1,198.12","1,207.62","1,211.34","1,192.22",286.73K,-0.52%
9-Apr-18,"1,204.33","1,202.44","1,207.45","1,197.44",251.45K,0.36%
6-Apr-18,"1,199.96","1,194.15","1,202.59","1,194.15",252.06K,0.57%
5-Apr-18,"1,193.17","1,197.76","1,199.15","1,186.75",241.19K,0.14%
4-Apr-18,"1,191.54","1,194.26","1,200.71","1,189.46",238.69K,0.27%
3-Apr-18,"1,188.29","1,197.00","1,199.93","1,185.83",255.24K,-0.70%
2-Apr-18,"1,196.61","1,180.26","1,196.61","1,179.73",245.76K,1.89%
30-Mar-18,"1,174.46","1,169.29","1,175.36","1,158.49",204.90K,0.64%
29-Mar-18,"1,167.03","1,174.73","1,176.45","1,164.12",185.25K,-0.44%
28-Mar-18,"1,172.24","1,168.87","1,179.18","1,165.71",208.55K,0.04%
27-Mar-18,"1,171.73","1,187.42","1,187.42","1,169.58",237.76K,0.04%
26-Mar-18,"1,171.22","1,150.51","1,176.95","1,150.51",211.70K,1.53%
23-Mar-18,"1,153.59","1,154.25","1,157.20","1,138.53",261.96K,-1.60%
22-Mar-18,"1,172.36","1,175.22","1,180.44","1,169.48",233.32K,0.26%
21-Mar-18,"1,169.36","1,166.51","1,172.31","1,163.91",237.68K,0.86%
20-Mar-18,"1,159.39","1,154.48","1,166.33","1,154.48",214.04K,0.01%
19-Mar-18,"1,159.22","1,158.16","1,165.63","1,155.82",272.05K,0.79%
16-Mar-18,"1,150.19","1,144.54","1,152.52","1,140.56",308.62K,1.00%
15-Mar-18,"1,138.76","1,134.51","1,140.74","1,129.66",232.40K,0.06%
14-Mar-18,"1,138.09","1,135.99","1,142.88","1,134.55",250.55K,0.42%
13-Mar-18,"1,133.31","1,126.53","1,133.31","1,118.49",233.20K,0.62%
12-Mar-18,"1,126.29","1,135.37","1,135.48","1,123.98",244.68K,0.26%
9-Mar-18,"1,123.41","1,128.73","1,135.02","1,119.18",217.76K,-0.07%
8-Mar-18,"1,124.15","1,112.24","1,126.35","1,111.76",200.92K,1.07%
7-Mar-18,"1,112.26","1,121.99","1,126.67","1,103.29",279.08K,-0.72%
6-Mar-18,"1,120.29","1,093.48","1,120.29","1,091.67",236.33K,2.45%
5-Mar-18,"1,093.48","1,121.21","1,132.69","1,093.48",277.68K,-2.47%
2-Mar-18,"1,121.21","1,103.16","1,121.91","1,103.16",210.07K,0.49%
1-Mar-18,"1,115.79","1,121.54","1,129.30","1,110.92",227.40K,-0.51%
28-Feb-18,"1,121.54","1,110.30","1,129.89","1,109.89",232.59K,0.17%
27-Feb-18,"1,119.61","1,124.03","1,124.03","1,106.77",196.67K,0.46%
26-Feb-18,"1,114.53","1,115.90","1,127.57","1,114.06",234.11K,1.06%
23-Feb-18,"1,102.85","1,086.81","1,102.85","1,081.31",189.08K,2.49%
22-Feb-18,"1,076.03","1,087.15","1,091.62","1,074.27",200.37K,-1.02%
21-Feb-18,"1,087.15","1,073.33","1,092.65","1,070.43",177.57K,2.59%
13-Feb-18,"1,059.73","1,053.31","1,060.48","1,052.86",174.29K,1.72%
12-Feb-18,"1,041.79","1,011.64","1,041.79","1,011.64",171.10K,3.77%
9-Feb-18,"1,003.94",991.09,"1,003.94",973.78,243.23K,-1.89%
8-Feb-18,"1,023.25","1,031.46","1,039.61","1,023.25",181.50K,-1.66%
7-Feb-18,"1,040.55","1,040.53","1,048.54","1,034.13",241.18K,2.86%
6-Feb-18,"1,011.60","1,026.08","1,026.08",983.06,480.71K,-3.54%
5-Feb-18,"1,048.71","1,089.62","1,090.88","1,048.71",282.04K,-5.10%
2-Feb-18,"1,105.04","1,098.66","1,105.04","1,091.06",200.31K,0.49%
1-Feb-18,"1,099.67","1,111.74","1,111.74","1,090.25",269.17K,-0.96%
31-Jan-18,"1,110.36","1,112.23","1,128.10","1,104.98",351.21K,-0.02%
30-Jan-18,"1,110.56","1,099.98","1,110.56","1,092.44",335.41K,0.07%
29-Jan-18,"1,109.80","1,121.78","1,130.10","1,109.80",276.73K,-0.52%
26-Jan-18,"1,115.64","1,119.78","1,123.83","1,103.06",292.97K,1.00%
25-Jan-18,"1,104.57","1,098.44","1,117.08","1,098.44",510.92K,1.58%
23-Jan-18,"1,087.42","1,066.86","1,088.05","1,066.61",266.11K,0.00%
22-Jan-18,"1,087.42","1,066.86","1,088.05","1,066.61",266.11K,2.39%
19-Jan-18,"1,062.07","1,054.33","1,067.21","1,053.37",342.47K,1.13%
18-Jan-18,"1,050.25","1,028.76","1,050.25","1,020.01",281.60K,1.50%
17-Jan-18,"1,034.69","1,061.98","1,064.77","1,034.69",332.61K,-2.66%
16-Jan-18,"1,062.96","1,059.36","1,065.39","1,052.43",340.19K,-0.05%
15-Jan-18,"1,063.47","1,049.91","1,063.47","1,043.15",292.71K,1.27%
12-Jan-18,"1,050.11","1,050.17","1,057.88","1,046.38",351.97K,0.19%
11-Jan-18,"1,048.17","1,037.03","1,049.73","1,031.13",314.65K,0.97%
10-Jan-18,"1,038.11","1,034.64","1,045.63","1,033.01",375.09K,0.44%
9-Jan-18,"1,033.56","1,027.14","1,033.56","1,017.86",320.38K,1.04%
8-Jan-18,"1,022.90","1,011.36","1,022.90","1,004.89",268.79K,1.01%
5-Jan-18,"1,012.65","1,020.34","1,020.60","1,010.65",284.03K,-0.70%
4-Jan-18,"1,019.75","1,009.37","1,019.75","1,009.00",252.91K,1.40%
3-Jan-18,"1,005.67",999.86,"1,010.21",998.41,237.30K,0.99%
2-Jan-18,995.77,986.05,996.18,984.34,186.02K,1.17%
29-Dec-17,984.24,978.39,990.1,976.33,211.11K,0.77%
28-Dec-17,976.72,970.63,978.65,967.73,160.23K,0.85%
27-Dec-17,968.46,969.72,972.6,965.18,235.83K,0.26%
26-Dec-17,965.93,960.32,965.93,957.24,186.04K,0.80%
25-Dec-17,958.31,954.28,958.57,952.41,168.44K,0.63%
22-Dec-17,952.32,947.54,952.7,945.18,197.58K,0.66%
21-Dec-17,946.06,949.45,957.56,946.06,213.62K,-0.78%
20-Dec-17,953.51,945.12,958.82,945.12,220.57K,0.22%
19-Dec-17,951.42,961.03,963.01,951.25,228.76K,-0.69%
18-Dec-17,958.06,945.9,958.06,945.9,241.41K,2.45%
15-Dec-17,935.16,933.63,939.57,932.96,239.90K,-0.07%
14-Dec-17,935.85,925.51,936.29,923.99,172.03K,1.24%
13-Dec-17,924.4,932.05,932.48,922.97,157.40K,-0.31%
12-Dec-17,927.25,927.67,931.12,895.73,243.25K,1.07%
11-Dec-17,917.45,930.17,936.93,917.45,193.98K,-2.42%
8-Dec-17,940.16,938.41,944.75,930.29,197.62K,0.16%
7-Dec-17,938.65,950.23,954.24,932.68,196.89K,-0.95%
6-Dec-17,947.64,950.21,950.72,932.64,243.46K,-0.59%
5-Dec-17,953.3,972.28,974.8,953.3,265.51K,-1.72%
4-Dec-17,970.02,962.47,972.53,962.47,270.00K,1.01%
1-Dec-17,960.33,952.76,960.33,952.76,227.73K,1.09%
30-Nov-17,949.93,956.17,960.11,949.93,249.61K,-0.23%
29-Nov-17,952.14,943.46,952.14,940.4,229.83K,1.16%
28-Nov-17,941.21,939.1,943.45,933.59,359.52K,0.28%
27-Nov-17,938.61,933.38,947.06,931.29,252.36K,0.32%
24-Nov-17,935.57,930.52,937.54,924.65,225.73K,0.20%
23-Nov-17,933.7,938.31,943.15,927,223.22K,0.11%
22-Nov-17,932.66,921.13,932.66,921.13,210.14K,1.56%
21-Nov-17,918.3,907.51,929.89,907.51,230.29K,1.63%
20-Nov-17,903.55,890.34,903.55,889.55,175.97K,1.44%
17-Nov-17,890.69,893.99,898.11,886.86,188.54K,-0.24%
16-Nov-17,892.8,880.17,892.8,880.17,206.50K,1.16%
15-Nov-17,882.59,877.65,884.83,876.6,200.08K,0.19%
14-Nov-17,880.9,881.15,884.14,874.74,221.73K,0.18%
13-Nov-17,879.34,871.7,879.34,871.7,283.76K,1.28%
10-Nov-17,868.21,859.91,869.37,859.24,189.39K,0.91%
9-Nov-17,860.4,862.38,864.2,858.16,164.44K,0.08%
8-Nov-17,859.7,853.15,863.07,852.32,171.68K,1.10%
7-Nov-17,850.33,850.2,854.6,847.88,584.72K,0.15%
6-Nov-17,849.09,846.12,849.09,843.76,172.30K,0.64%
3-Nov-17,843.73,833.16,843.73,831.58,203.25K,1.28%
2-Nov-17,833.09,842.19,849.53,833.09,192.77K,-1.14%
1-Nov-17,842.71,838.75,842.88,838.01,172.22K,0.65%
31-Oct-17,837.28,844.27,845.93,837.28,192.06K,-0.94%
30-Oct-17,845.2,842.92,849.3,842.92,197.30K,0.57%
27-Oct-17,840.37,829.15,840.37,828.45,143.37K,1.24%
26-Oct-17,830.11,829.94,834.67,823.92,187.41K,-0.07%
25-Oct-17,830.69,826.08,830.69,822.83,160.17K,0.66%
24-Oct-17,825.24,818.08,825.24,814.92,180.44K,0.63%
23-Oct-17,820.04,826.25,827.24,818.81,210.65K,-0.82%
20-Oct-17,826.84,827.93,833.57,826.84,196.37K,-0.25%
19-Oct-17,828.93,828.89,831.61,825.5,169.35K,0.15%
18-Oct-17,827.72,829.43,831.15,826.72,198.94K,-0.07%
17-Oct-17,828.29,819.51,828.29,819.43,177.22K,1.08%
16-Oct-17,819.43,821.54,823.85,819.43,168.99K,-0.19%
13-Oct-17,820.95,814.6,820.95,814.2,154.13K,0.62%
12-Oct-17,815.87,814.43,818.44,813.72,149.20K,0.24%
11-Oct-17,813.95,811.2,815.11,811.2,180.70K,0.41%
10-Oct-17,810.65,808.43,810.65,806.3,144.21K,0.21%
9-Oct-17,808.96,809.61,810.75,806.78,167.58K,0.14%
6-Oct-17,807.8,805.7,808.13,803.81,132.95K,0.32%
5-Oct-17,805.23,806.56,810.54,805.22,148.46K,-0.05%
4-Oct-17,805.66,797.39,805.66,797,118.42K,0.96%
3-Oct-17,798,803.98,804.39,795.05,162.27K,-0.53%
2-Oct-17,802.23,805.29,808.09,801.7,119.50K,-0.27%
29-Sep-17,804.42,805.07,808.77,804.42,139.48K,-0.05%
28-Sep-17,804.82,803.1,810.35,803.1,192.67K,0.13%
27-Sep-17,803.77,803.32,805.04,801.74,157.40K,-0.20%
26-Sep-17,805.35,806.4,806.84,801.66,171.21K,-0.03%
25-Sep-17,805.58,806.9,807.64,802.23,149.15K,-0.19%
22-Sep-17,807.13,805.15,808.16,803.94,176.70K,0.40%
21-Sep-17,803.93,805.29,806.52,802.6,138.75K,-0.24%
20-Sep-17,805.86,806.88,807.51,803.33,150.76K,-0.01%
19-Sep-17,805.93,807.41,810.13,805.87,172.85K,-0.24%
18-Sep-17,807.87,808.51,809.39,805.37,173.96K,0.25%
15-Sep-17,805.82,803.35,805.82,802.08,163.95K,-0.06%
14-Sep-17,806.32,803.34,807.29,803.23,162.90K,0.44%
13-Sep-17,802.78,802.85,804.38,800.39,150.28K,0.36%
12-Sep-17,799.94,795.53,801.01,794.88,153.20K,0.31%
11-Sep-17,797.47,801.2,805.44,797.47,155.94K,-0.47%
8-Sep-17,801.2,797.98,802.9,797.82,132.50K,0.56%
7-Sep-17,796.72,793.61,798.58,792.77,154.51K,0.40%
6-Sep-17,793.55,792.16,793.82,788.89,155.71K,0.16%
5-Sep-17,792.31,790.26,794.46,787.8,165.41K,0.45%
1-Sep-17,788.73,784.42,789.19,784.18,146.63K,0.76%
31-Aug-17,782.76,779.19,785.78,778.19,211.65K,0.53%
30-Aug-17,778.65,774.31,778.65,773.85,203.15K,0.60%
29-Aug-17,774.03,773.91,777.11,773.87,264.85K,-0.42%
28-Aug-17,777.26,771.81,777.26,770.51,258.57K,0.73%
25-Aug-17,771.63,769.07,771.63,768.57,225.18K,0.24%
