Date,Close,Open,High,Low,Volume,Change %
5-Nov-20,937.75,940.32,945.51,937.75,304.33K,-0.21%
4-Nov-20,939.76,935.41,943.56,933.86,350.87K,0.47%
3-Nov-20,935.41,936.73,937.57,932.18,318.70K,0.19%
2-Nov-20,933.68,926.09,933.68,924.14,297.60K,0.89%
30-Oct-20,925.47,925.41,926.32,911.2,312.75K,0.70%
29-Oct-20,919.08,916.49,925.84,914.33,436.13K,-0.21%
28-Oct-20,921.05,942.82,946.91,921.05,456.06K,-2.69%
27-Oct-20,946.47,950.8,954.72,946.28,455.85K,-0.46%
26-Oct-20,950.8,967.52,970.15,950.8,428.25K,-1.09%
23-Oct-20,961.26,953.45,961.26,953.14,452.49K,1.20%
22-Oct-20,949.9,938.06,949.9,933.78,365.12K,1.16%
21-Oct-20,939.03,947.16,948.2,939,412.65K,-0.57%
20-Oct-20,944.42,941,944.54,937.32,444.33K,0.08%
19-Oct-20,943.69,945.01,946.29,941.92,389.47K,0.04%
16-Oct-20,943.3,944.03,946.23,935.98,443.33K,0.06%
15-Oct-20,942.76,945.28,945.93,938.7,470.51K,0.27%
14-Oct-20,940.18,931.89,940.18,931.89,474.92K,1.11%
13-Oct-20,929.86,926.76,930.96,923.78,359.02K,0.44%
12-Oct-20,925.83,930.78,933.13,923.28,457.23K,0.20%
9-Oct-20,924,919.48,924,917.7,388.13K,0.56%
8-Oct-20,918.84,922.08,922.08,913.89,470.30K,-0.10%
7-Oct-20,919.72,913.62,923.57,912.69,523.96K,0.44%
6-Oct-20,915.67,918.11,918.93,912.77,496.13K,0.11%
5-Oct-20,914.68,913.77,915.55,910.96,456.10K,0.52%
2-Oct-20,909.91,914.09,916.67,897.72,527.16K,-0.46%
1-Oct-20,914.09,910.13,914.09,909.13,352.45K,0.98%
30-Sep-20,905.21,904.34,907,900.44,340.69K,0.14%
29-Sep-20,903.98,916.63,917.49,903.98,465.36K,-0.93%
28-Sep-20,912.5,911.2,913.6,910.04,420.24K,0.47%
25-Sep-20,908.27,910.78,911.3,905.56,361.23K,-0.03%
24-Sep-20,908.58,910.53,914.51,907.32,398.46K,-0.43%
23-Sep-20,912.5,908.97,913.52,908.97,392.51K,0.70%
22-Sep-20,906.19,905.9,909.69,902.47,401.41K,-0.19%
21-Sep-20,907.94,904.5,909.78,904.5,403.44K,0.78%
18-Sep-20,900.95,896.08,902.11,895.82,361.84K,0.77%
17-Sep-20,894.04,897.47,899.41,890.93,395.46K,-0.38%
16-Sep-20,897.47,897.43,897.58,894.63,290.43K,0.14%
15-Sep-20,896.26,896.61,898.74,894.66,381.80K,0.19%
14-Sep-20,894.57,891.89,895.31,891.89,364.43K,0.63%
11-Sep-20,888.97,888.82,890.98,884.67,309.91K,0.02%
10-Sep-20,888.82,895.29,896.78,888.82,387.24K,-0.06%
9-Sep-20,889.32,883.68,892.4,881.57,318.44K,-0.09%
8-Sep-20,890.14,891.61,894.58,884.88,294.02K,0.21%
7-Sep-20,888.25,903.85,905.8,888.25,434.06K,-1.47%
4-Sep-20,901.54,896.02,903.11,893.86,346.44K,-0.27%
3-Sep-20,903.97,898.25,904.32,896.26,370.49K,1.37%
1-Sep-20,891.73,882.4,892.51,880.79,317.00K,1.14%
31-Aug-20,881.65,882.13,888.44,879.26,352.65K,0.30%
28-Aug-20,878.98,878.79,885.86,877.7,398.32K,0.49%
27-Aug-20,874.71,872.38,875.71,871.93,325.72K,0.14%
26-Aug-20,873.47,873.62,876.97,871.78,352.38K,-0.07%
25-Aug-20,874.12,870.92,877.57,870.92,399.07K,0.63%
24-Aug-20,868.68,860.35,868.68,860.35,381.52K,1.63%
21-Aug-20,854.78,849.99,856.45,849.69,286.82K,0.77%
20-Aug-20,848.21,851.21,856.99,847.44,285.69K,-0.35%
19-Aug-20,851.21,847.19,853.15,846.22,240.15K,0.56%
18-Aug-20,846.43,850.15,851.06,845,227.51K,-0.44%
17-Aug-20,850.15,848.08,852.05,841.62,237.51K,-0.07%
14-Aug-20,850.74,854.29,860.32,848.38,304.71K,-0.50%
13-Aug-20,855.05,849.96,855.19,849.86,256.25K,0.96%
12-Aug-20,846.92,844.19,848.54,842.88,272.49K,0.46%
11-Aug-20,843.08,847.61,847.61,840.35,249.00K,-0.01%
10-Aug-20,843.2,845.11,849.52,843.2,309.30K,0.21%
7-Aug-20,841.46,840.65,844.33,836.84,259.89K,0.17%
6-Aug-20,840.04,838.01,844.16,833.56,257.02K,0.27%
5-Aug-20,837.8,827.54,839.52,820.74,306.64K,1.24%
4-Aug-20,827.57,822.86,827.57,820.2,277.45K,1.59%
3-Aug-20,814.65,796.86,814.84,796.47,298.14K,2.04%
31-Jul-20,798.39,787.78,803.55,786.98,249.63K,-0.34%
30-Jul-20,801.13,796.22,802.97,794.88,188.95K,1.30%
29-Jul-20,790.84,800.39,800.39,779.82,362.09K,-2.77%
28-Jul-20,813.36,786.72,814.4,786.67,328.49K,3.59%
27-Jul-20,785.17,794.14,808.74,780.64,422.71K,-5.31%
